City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,portland,45.5234,-122.6762,7.12,92,100,5.66,US,1670613613
274,itarema,-2.9248,-39.9167,29.07,64,71,7.27,BR,1670613666
275,pathein,16.7833,94.7333,23.97,83,6,1.84,MM,1670613666
276,minden,52.2833,8.9167,-1.48,69,73,1.03,DE,1670613667
277,port-gentil,-0.7193,8.7815,27.98,78,20,4.63,GA,1670613667
278,eslov,55.8393,13.3039,0.82,95,100,0.92,SE,1670613668
279,camacha,33.0833,-16.3333,17.68,77,40,6.17,PT,1670613668
280,samarinda,-0.5,117.15,23.2,90,100,0.68,ID,1670613668
281,manaure,11.7751,-72.4445,27.7,67,95,5.91,CO,1670613669
282,medea,36.2642,2.7539,12.35,83,100,2.68,DZ,1670613669
283,longyearbyen,78.2186,15.6401,-8.09,93,20,5.66,SJ,1670613670
284,boissevain,49.2306,-100.0559,-2.98,73,6,4.87,CA,1670613670
285,jalu,29.0331,21.5482,18.87,48,0,3.03,LY,1670613670
286,rubano,45.4209,11.8072,7.62,97,99,1.79,IT,1670613671
287,ayan,56.45,138.1667,-18.75,71,55,2.41,RU,1670613671
288,tessalit,20.1986,1.0114,24.58,13,0,4.81,ML,1670613672
289,leningradskiy,69.3833,178.4167,-24.58,92,57,2.47,RU,1670613672
290,vanimo,-2.6741,141.3028,24.86,89,96,1.81,PG,1670613672
291,sechura,-5.5569,-80.8222,25.77,54,98,5.61,PE,1670613673
292,bacolod,10.6667,122.95,24.39,91,100,0.31,PH,1670613673
293,odienne,9.51,-7.5692,26.49,29,5,1.44,CI,1670613673
294,nome,64.5011,-165.4064,-6.96,86,100,7.2,US,1670613674
295,hirara,24.8,125.2833,23.16,77,96,13.36,JP,1670613580
296,gouyave,12.1646,-61.7296,28.43,61,40,0.0,GD,1670613674
297,jinchang,38.4953,102.1739,-6.66,59,82,2.08,CN,1670613675
298,bedesa,8.9,40.7833,16.57,33,10,2.04,ET,1670613675
299,delijan,33.9905,50.6838,3.92,74,98,1.07,IR,1670613675
300,batemans bay,-35.7167,150.1833,8.84,71,94,1.8,AU,1670613676
301,seymchan,62.8833,152.4333,-46.16,99,66,0.19,RU,1670613676
302,vila franca do campo,37.7167,-25.4333,17.33,88,100,7.62,PT,1670613677
303,hamilton,39.1834,-84.5333,12.03,71,100,5.66,US,1670613536
304,gizo,-8.103,156.8419,27.23,79,96,2.3,SB,1670613677
305,sao filipe,14.8961,-24.4956,25.18,72,5,3.15,CV,1670613678
306,sola,-13.8833,167.55,24.37,100,100,0.0,VU,1670613678
307,chake chake,-5.2459,39.7666,25.58,84,9,3.42,TZ,1670613679
308,bonavista,48.6499,-53.1147,2.99,89,100,6.22,CA,1670613679
309,novita,4.9551,-76.6053,26.26,88,68,1.94,CO,1670613680
310,san luis,-33.295,-66.3356,32.95,36,76,5.51,AR,1670613644
311,asmara,15.3333,38.9333,12.06,86,76,2.16,ER,1670613681
312,lethem,3.3803,-59.7968,30.65,57,94,4.35,GY,1670613681
313,college,64.8569,-147.8028,-10.03,82,75,3.6,US,1670613682
314,gazanjyk,39.2446,55.5154,-1.08,43,3,9.05,TM,1670613682
315,henties bay,-22.116,14.2845,16.16,90,0,3.93,NA,1670613682
316,nuuk,64.1835,-51.7216,3.34,60,40,13.38,GL,1670613683
317,parabel,58.6978,81.4825,-12.76,92,100,4.7,RU,1670613683
318,anadyr,64.75,177.4833,-15.72,78,0,4.0,RU,1670613683
319,kavaratti,10.5669,72.642,27.48,69,100,4.92,IN,1670613559
320,dunedin,-45.8742,170.5036,14.11,82,0,2.17,NZ,1670613392
321,beloha,-25.1667,45.05,23.86,80,6,8.34,MG,1670613684
322,marsa matruh,31.3525,27.2453,17.11,88,40,2.57,EG,1670613684
323,show low,34.2542,-110.0298,11.16,43,0,7.2,US,1670613685
324,jining,35.405,116.5814,4.09,85,8,1.38,CN,1670613685
325,esperance,-33.8667,121.9,15.54,78,0,4.26,AU,1670613686
326,kjollefjord,70.9457,27.3465,-0.97,86,20,0.0,NO,1670613686
327,north branch,45.5113,-92.9802,0.2,82,89,1.79,US,1670613646
328,sinjar,36.3209,41.8754,11.04,62,6,2.44,IQ,1670613687
329,arlit,18.7369,7.3853,23.91,12,0,3.89,NE,1670613687
330,mnogovershinnyy,53.9353,139.9242,-23.04,93,32,1.33,RU,1670613688
331,pavino,59.1139,46.1414,-8.65,95,100,2.14,RU,1670613688
332,broome,42.2506,-75.833,4.45,69,40,4.12,US,1670613688
333,iqaluit,63.7506,-68.5145,-20.15,77,75,1.03,CA,1670613689
334,conceicao do araguaia,-8.2578,-49.2647,28.76,72,100,1.65,BR,1670613689
335,newport,51.5877,-2.9984,1.41,76,7,2.08,GB,1670613611
336,antofagasta,-23.65,-70.4,21.6,69,100,2.85,CL,1670613690
337,praya,14.9215,-23.5087,25.3,73,20,8.23,CV,1670613690
338,sitka,57.0531,-135.33,0.94,86,100,5.14,US,1670613691
339,mudgee,-32.5943,149.5871,12.1,86,22,3.45,AU,1670613587
340,poum,-20.2333,164.0167,26.88,79,0,4.1,NC,1670613691
341,manokwari,-0.8667,134.0833,25.21,82,100,1.42,ID,1670613692
342,kameoka,35.0,135.5833,7.3,68,79,1.08,JP,1670613653
343,shymkent,42.3,69.6,-14.67,78,2,1.0,KZ,1670613448
344,powell river,49.8496,-124.5361,5.66,93,100,5.66,CA,1670613606
345,kaitangata,-46.2817,169.8464,12.86,95,73,2.45,NZ,1670613693
346,klaksvik,62.2266,-6.589,2.51,72,100,13.97,FO,1670613693
347,torata,-17.0769,-70.8433,19.15,57,79,4.68,PE,1670613694
348,austin,30.2672,-97.7431,27.24,67,20,4.12,US,1670613500
349,mineiros,-17.5694,-52.5511,30.91,41,90,1.87,BR,1670613694
350,churapcha,62.0025,132.4325,-36.69,100,99,0.59,RU,1670613695
351,molchanovo,57.5817,83.7692,-13.16,89,100,5.08,RU,1670613695
352,santander,43.4647,-3.8044,11.37,90,100,7.15,ES,1670613695
353,eregli,37.5133,34.0467,7.3,61,74,0.6,TR,1670613696
354,husavik,66.0449,-17.3389,-0.66,82,100,3.78,IS,1670613696
355,saint george,37.1041,-113.5841,10.24,54,0,1.34,US,1670613697
356,guasdualito,7.2424,-70.7324,30.0,58,61,2.06,VE,1670613697
357,shimoda,34.6667,138.95,7.28,58,100,5.85,JP,1670613698
358,walvis bay,-22.9575,14.5053,19.53,68,0,4.63,NA,1670613698
359,andenes,69.3143,16.1194,-1.01,55,0,8.23,NO,1670613699
360,taperoa,-7.2075,-36.8267,29.9,41,100,7.83,BR,1670613699
361,leeton,-34.5667,146.4,8.27,77,0,3.34,AU,1670613699
362,sibolga,1.7427,98.7792,23.42,88,100,1.53,ID,1670613700
363,whitehorse,60.7161,-135.0538,-11.57,72,75,4.12,CA,1670613697
364,hithadhoo,-0.6,73.0833,27.77,77,100,6.98,MV,1670613701
365,tatawin,32.9297,10.4518,21.06,29,100,3.82,TN,1670613701
366,imeni poliny osipenko,52.4201,136.4853,-22.74,100,99,1.11,RU,1670613701
367,pangnirtung,66.1451,-65.7125,-8.0,86,100,0.0,CA,1670613702
368,sembakung,3.8167,117.25,22.82,99,99,0.89,ID,1670613702
369,salalah,17.0151,54.0924,24.05,64,0,1.03,OM,1670613703
370,miloslavskoye,53.5815,39.4399,-1.46,97,100,5.66,RU,1670613703
371,ginir,7.1333,40.7,15.19,43,1,2.63,ET,1670613704
372,hauterive,46.0901,3.4459,1.42,96,100,1.13,FR,1670613704
373,ochamchira,42.7121,41.4721,10.42,65,100,2.53,GE,1670613705
374,baraboo,43.4711,-89.7443,1.67,95,100,5.66,US,1670613555
375,panguna,-6.3164,155.4848,19.66,95,99,0.63,PG,1670613706
376,udachnyy,66.4167,112.4,-31.42,74,100,2.11,RU,1670613706
377,ballina,-28.8667,153.5667,17.79,99,100,2.06,AU,1670613706
378,lavrentiya,65.5833,-171.0,-9.07,99,52,2.73,RU,1670613707
379,nanakuli,21.3906,-158.1547,26.04,53,40,5.66,US,1670613707
380,bridlington,54.0831,-0.1919,0.5,89,96,1.79,GB,1670613708
381,san cristobal,7.7669,-72.225,22.1,50,54,1.21,VE,1670613709
382,puerto escondido,15.85,-97.0667,30.46,58,20,1.54,MX,1670613453
383,micheweni,-4.9667,39.8333,26.56,81,34,4.06,TZ,1670613709
384,whyalla,-33.0333,137.5833,23.11,36,100,5.07,AU,1670613710
385,edd,13.9297,41.6925,25.63,79,15,3.1,ER,1670613710
386,veraval,20.9,70.3667,22.25,52,0,2.57,IN,1670613710
387,ishigaki,24.3448,124.1572,22.07,88,75,11.32,JP,1670613711
388,bardiyah,31.7561,25.0865,18.1,86,0,4.06,LY,1670613711
389,tiksi,71.6872,128.8694,-31.9,100,100,1.44,RU,1670613712
390,norman wells,65.282,-126.8329,-24.98,70,100,1.54,CA,1670613712
391,kardla,58.9978,22.7492,-2.75,98,100,4.78,EE,1670613713
392,port lincoln,-34.7333,135.8667,17.84,76,61,4.77,AU,1670613713
393,businga,3.3333,20.8833,25.06,68,76,0.72,CD,1670613714
394,grimshaw,56.1834,-117.6027,-8.21,86,20,1.54,CA,1670613714
395,pilar,-9.5972,-35.9567,27.96,64,56,6.14,BR,1670613513
396,kualakapuas,-3.0091,114.3876,22.97,95,55,1.01,ID,1670613715
397,smithers,54.7804,-127.1743,-6.82,86,75,1.54,CA,1670613716
398,taltal,-25.4,-70.4833,21.1,68,49,2.67,CL,1670613621
399,umkomaas,-30.2067,30.7978,24.78,88,91,5.8,ZA,1670613716
400,lapua,62.9693,23.0088,-5.62,97,82,1.55,FI,1670613717
401,lorengau,-2.0226,147.2712,27.27,76,100,2.52,PG,1670613717
402,doha,25.2867,51.5333,21.99,48,0,4.12,QA,1670613662
403,trelew,-43.249,-65.3051,27.68,11,6,13.66,AR,1670613717
404,matias barbosa,-21.8692,-43.3194,30.54,62,5,2.06,BR,1670613718
405,quatre cocos,-20.2078,57.7625,25.06,84,41,4.47,MU,1670613718
406,yanam,16.7333,82.2167,23.41,91,100,5.8,IN,1670613719
407,nhulunbuy,-12.2333,136.7667,25.34,83,100,0.0,AU,1670613719
408,plainfield,40.6168,-74.4173,9.03,47,0,4.12,US,1670613719
409,yaan,7.3833,8.5667,27.61,18,0,2.13,NG,1670613720
410,kabompo,-13.5927,24.2008,17.53,95,93,0.72,ZM,1670613721
411,charlestown,-32.95,151.6667,17.63,84,94,1.79,AU,1670613679
412,pitimbu,-7.4706,-34.8086,29.33,67,11,4.45,BR,1670613536
413,coquimbo,-29.9533,-71.3436,21.85,68,0,7.2,CL,1670613539
414,palimbang,6.2106,124.1894,25.18,82,100,0.96,PH,1670613722
415,lagoa,39.05,-27.9833,15.45,90,100,14.89,PT,1670613722
416,olafsvik,64.8945,-23.7142,1.06,73,63,7.91,IS,1670613723
417,fort-shevchenko,44.5086,50.263,-1.48,55,0,10.2,KZ,1670613723
418,aranos,-24.1333,19.1167,24.09,44,100,6.52,NA,1670613724
419,pilot butte,50.4668,-104.4178,-9.08,79,75,7.2,CA,1670613724
420,hobyo,5.3505,48.5268,26.27,77,33,6.65,SO,1670613724
421,north bend,43.4065,-124.2243,8.37,96,100,7.2,US,1670613461
422,qasigiannguit,68.8193,-51.1922,5.14,73,95,3.17,GL,1670613725
423,yarada,17.65,83.2667,24.0,75,100,8.61,IN,1670613726
424,zhangjiakou,40.81,114.8794,-8.68,41,0,5.91,CN,1670613726
425,progreso,21.2833,-89.6667,31.17,64,26,5.87,MX,1670613727
426,naze,28.3667,129.4833,17.51,78,89,8.8,JP,1670613728
427,miles city,46.4083,-105.8406,-13.46,92,0,0.0,US,1670613636
428,grand forks,47.9417,-97.4337,-6.04,93,100,4.12,US,1670613728
429,zelenoborskiy,66.845,32.3622,-7.8,90,100,5.65,RU,1670613728
430,oslob,9.5211,123.4315,25.99,83,97,1.34,PH,1670613729
431,healesville,-37.65,145.5167,8.33,99,8,0.96,AU,1670613729
432,atasu,48.6814,71.6433,-23.1,100,99,3.12,KZ,1670613730
433,nemuro,43.3236,145.575,1.17,58,0,3.7,JP,1670613730
434,rincon,32.296,-81.2354,21.98,68,100,3.6,US,1670613565
435,skjervoy,70.0311,20.9714,-4.0,63,16,7.6,NO,1670613731
436,turayf,31.6725,38.6637,11.14,93,75,6.17,SA,1670613731
437,prince rupert,54.3161,-130.3201,3.83,84,100,10.8,CA,1670613732
438,abu kamal,34.4506,40.9171,15.04,58,17,1.83,SY,1670613732
439,inhambane,-23.865,35.3833,25.99,83,40,4.63,MZ,1670613733
440,pervomayskoye,43.919,46.7102,6.39,71,100,8.35,RU,1670613733
441,beringovskiy,63.05,179.3167,-9.41,88,100,1.1,RU,1670613733
442,belle glade,26.6845,-80.6676,28.34,64,23,3.74,US,1670613671
443,lasa,46.6166,10.7002,3.49,97,100,0.83,IT,1670613734
444,sol-iletsk,51.1631,54.9918,-15.77,90,10,1.98,RU,1670613734
445,ustye,59.6304,39.736,-6.18,95,100,3.27,RU,1670613735
446,kholmogory,64.2229,41.656,-9.3,96,91,2.52,RU,1670613735
447,hede,33.7681,120.2517,9.92,96,100,2.31,CN,1670613736
448,kudahuvadhoo,2.6708,72.8944,27.3,82,87,7.14,MV,1670613736
449,araouane,18.9048,-3.5265,25.2,10,0,4.17,ML,1670613736
450,port keats,-14.25,129.55,28.23,80,70,3.11,AU,1670613737
451,ulladulla,-35.35,150.4667,10.08,71,66,2.06,AU,1670613737
452,santa fe,-31.6333,-60.7,43.88,12,71,3.6,AR,1670613738
453,pimentel,-6.8367,-79.9342,24.16,57,20,9.77,PE,1670613738
454,tonneins,44.3921,0.3124,7.12,93,100,3.46,FR,1670613559
455,half moon bay,37.4636,-122.4286,13.83,76,0,2.57,US,1670613652
456,gushikawa,26.3544,127.8686,19.57,97,40,4.12,JP,1670613739
457,itaituba,-4.2761,-55.9836,33.09,55,20,3.09,BR,1670613739
458,beian,63.6559,9.5683,-3.88,74,0,4.12,NO,1670613739
459,broken hill,-31.95,141.4333,15.57,38,5,4.27,AU,1670613740
460,port moresby,-9.4431,147.1797,24.68,94,40,2.57,PG,1670613740
461,hervey bay,-25.2986,152.8535,22.34,77,99,5.64,AU,1670613741
462,westport,41.1415,-73.3579,9.14,47,0,4.63,US,1670613741
463,dutlwe,-23.9833,23.9,22.76,56,1,7.54,BW,1670613741
464,catamarca,-28.4696,-65.7852,39.87,27,100,3.58,AR,1670613742
465,caninde,-4.3589,-39.3117,34.68,30,44,4.79,BR,1670613742
466,balkanabat,39.5108,54.3671,0.71,53,4,5.74,TM,1670613743
467,belaya,49.029,25.7706,2.92,87,100,4.5,UA,1670613743
468,harper,4.375,-7.7169,26.66,79,1,4.13,LR,1670613744
469,manali,13.1667,80.2667,25.05,89,100,15.82,IN,1670613744
470,san cosme y damian,-27.3167,-56.35,38.1,27,31,0.11,PY,1670613745
471,pochutla,15.7432,-96.4661,31.01,41,2,3.91,MX,1670613745
472,ericeira,38.9627,-9.4156,16.54,90,13,6.25,PT,1670613746
473,bull savanna,17.8868,-77.5902,26.28,60,20,2.54,JM,1670613746
474,sungaipenuh,-2.0833,101.3833,17.53,94,100,0.56,ID,1670613746
475,gayny,60.3071,54.3241,-12.44,98,100,1.12,RU,1670613747
476,hovd,48.0056,91.6419,-16.51,77,100,0.48,MN,1670613748
477,port blair,11.6667,92.75,24.02,94,20,0.0,IN,1670613748
478,dwarka,22.2394,68.9678,23.73,53,0,4.42,IN,1670613748
479,nizwa,22.9333,57.5333,21.15,41,0,1.99,OM,1670613749
480,stromness,58.965,-3.296,3.98,60,100,11.67,GB,1670613531
481,miri,4.4148,114.0089,25.08,94,40,2.57,MY,1670613750
482,gigmoto,13.7796,124.39,25.12,91,100,1.86,PH,1670613750
483,sandwick,60.0,-1.25,3.9,60,40,8.23,GB,1670613750
484,belyy yar,53.6039,91.3903,-26.19,99,20,1.0,RU,1670613751
485,blackfalds,52.3834,-113.7853,-6.64,64,5,2.08,CA,1670613751
486,sattahip,12.6664,100.9007,28.88,83,20,2.06,TH,1670613752
487,mutis,6.2262,-77.4044,26.35,81,30,2.57,CO,1670613752
488,qaqortoq,60.7167,-46.0333,-8.01,74,0,3.19,GL,1670613752
489,nchelenge,-9.3451,28.734,20.02,87,100,1.04,ZM,1670613753
490,lebedyn,50.5852,34.4849,3.07,99,100,3.97,UA,1670613753
491,mama,58.3106,112.8986,-15.16,93,100,6.06,RU,1670613754
492,yulara,-25.2406,130.9889,29.98,28,24,1.69,AU,1670613754
493,cahors,44.4167,1.3333,6.73,95,100,1.89,FR,1670613755
494,comodoro rivadavia,-45.8667,-67.5,24.92,14,75,12.86,AR,1670613755
495,dalbandin,28.8947,64.4101,12.02,55,89,3.72,PK,1670613755
496,san policarpo,12.1791,125.5072,24.19,93,100,2.82,PH,1670613756
497,popondetta,-8.7537,148.2534,23.27,94,100,1.1,PG,1670613756
498,ravar,31.2656,56.8055,7.04,45,7,1.52,IR,1670613757
499,el dorado,38.7666,-120.5177,7.29,91,94,0.89,US,1670613757
500,kirakira,-10.4544,161.9205,26.59,81,100,0.94,SB,1670613757
501,isla mujeres,21.2311,-86.731,28.03,60,8,5.58,MX,1670613758
502,pobe,6.9801,2.6649,25.83,74,0,3.58,BJ,1670613758
503,hengshui,37.7322,115.7011,1.51,54,0,3.7,CN,1670613759
504,constantine,36.365,6.6147,16.67,59,75,3.09,DZ,1670613478
505,fethiye,36.6217,29.1164,12.93,72,9,1.71,TR,1670613759
506,aklavik,68.2191,-135.0107,-26.0,76,100,3.09,CA,1670613760
507,luanda,-8.8368,13.2343,25.59,84,63,5.93,AO,1670613492
508,pitsunda,43.1592,40.3378,11.1,67,100,3.02,GE,1670613760
509,omboue,-1.5746,9.2618,25.77,85,83,3.59,GA,1670613761
510,zhangye,38.9342,100.4517,-6.0,59,100,1.36,CN,1670613761
511,brainerd,46.358,-94.2008,-0.84,69,100,2.06,US,1670613689
512,igrim,63.1906,64.4162,-25.06,98,5,0.84,RU,1670613762
513,laurentides,46.4334,-74.9826,-3.34,54,14,3.94,CA,1670613762
514,plettenberg bay,-34.0527,23.3716,19.64,77,73,3.35,ZA,1670613762
515,paarl,-33.7338,18.9752,20.01,82,2,0.97,ZA,1670613763
516,menongue,-14.6585,17.691,18.21,91,100,4.0,AO,1670613763
517,moron,-34.6534,-58.6198,39.45,39,100,1.45,AR,1670613763
518,inyonga,-6.7167,32.0667,19.76,86,90,2.51,TZ,1670613764
519,garhi khairo,28.0606,67.9803,19.06,28,39,2.76,PK,1670613764
520,rodionovo-nesvetayskaya,47.6103,39.7121,3.64,87,100,5.55,RU,1670613765
521,faya,18.3851,42.4509,15.06,81,16,1.87,SA,1670613765
522,komsomolskiy,40.4272,71.7189,-2.6,86,100,2.06,UZ,1670613765
523,alvdal,62.1077,10.6307,-16.81,98,72,1.56,NO,1670613766
524,dingle,10.9995,122.6711,23.84,94,100,0.71,PH,1670613766
525,asfi,32.2994,-9.2372,18.45,83,100,9.76,MA,1670613766
526,rennes,48.1667,-1.6667,1.43,100,7,1.54,FR,1670613767
527,alta floresta,-9.8756,-56.0861,29.44,62,98,1.68,BR,1670613767
528,san juan,-31.5375,-68.5364,38.57,17,2,8.58,AR,1670613767
529,port shepstone,-30.7414,30.455,23.17,90,100,6.72,ZA,1670613768
530,codrington,-38.2667,141.9667,5.94,94,0,4.09,AU,1670613768
531,sangar,63.9242,127.4739,-30.91,90,100,4.07,RU,1670613768
532,korla,41.7597,86.1469,-5.1,57,60,1.12,CN,1670613769
533,dubrovnik,42.6481,18.0922,15.8,100,75,7.72,HR,1670613581
534,yenagoa,4.9247,6.2642,26.7,77,10,2.14,NG,1670613769
535,jiaocheng,24.6774,116.1389,10.17,95,21,1.45,CN,1670613770
536,kathu,7.9178,98.3332,27.05,99,97,2.47,TH,1670613649
537,nizhnevartovsk,60.9344,76.5531,-28.88,76,0,3.13,RU,1670613675
538,bathsheba,13.2167,-59.5167,29.34,76,75,2.57,BB,1670613771
539,marienburg,54.0359,19.0266,0.02,90,11,1.69,PL,1670613771
540,sokolka,53.4072,23.5023,-1.29,95,100,0.7,PL,1670613772
541,asau,46.4333,26.4,4.6,79,100,2.01,RO,1670613772
542,munsingen,48.4113,9.497,-0.82,87,99,0.62,DE,1670613772
543,marovoay,-16.1,46.6333,27.64,62,74,2.16,MG,1670613773
544,petropavlovsk-kamchatskiy,53.0452,158.6483,-15.67,66,0,7.0,RU,1670613773
545,aksarka,66.5606,67.7975,-24.81,88,34,2.81,RU,1670613773
546,padang,-0.9492,100.3543,24.54,84,100,1.05,ID,1670613774
547,meulaboh,4.1363,96.1285,24.27,84,99,1.71,ID,1670613774
548,dingli,35.8614,14.3822,19.34,82,0,5.14,MT,1670613774
